id,host_id,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
18666,71615,Entire home/apt,130,3,1,10/10/2015,0.02,28,91
18674,71615,Entire home/apt,60,1,7,07/04/2019,0.1,28,219
21605,82522,Private room,33,2,107,23/01/2019,3.01,2,254
23197,90417,Entire home/apt,200,3,35,01/01/2019,0.36,2,293
25786,108310,Private room,36,1,224,07/11/2018,2.12,1,100
31377,134698,Private room,42,3,4,12/03/2018,0.08,3,178
31380,134698,Private room,53,3,39,29/12/2018,0.84,3,188
31958,136853,Entire home/apt,62,1,159,21/03/2019,1.6,41,224
32471,136853,Entire home/apt,72,1,70,16/03/2019,0.7,41,212
32615,141199,Private room,30,29,19,12/05/2014,0.18,1,110
32711,135703,Entire home/apt,140,2,50,29/03/2019,0.53,13,282
34241,73163,Private room,85,4,8,15/07/2013,0.08,2,303
34981,73163,Entire home/apt,290,5,132,31/03/2019,1.27,2,207
35379,152232,Private room,40,2,233,01/04/2019,2.7,4,239
35388,152232,Private room,30,2,194,07/04/2019,2.03,4,253
35390,152232,Private room,30,2,194,06/04/2019,2.31,4,295
35392,152232,Private room,45,2,164,07/04/2019,2.95,4,263
36763,158596,Private room,33,2,51,10/11/2018,0.56,1,338
40983,177617,Entire home/apt,95,3,120,10/04/2019,1.26,5,244
46153,90417,Entire home/apt,43,180,2,30/09/2018,0.02,2,190
49968,135703,Entire home/apt,140,2,33,23/03/2019,0.35,13,283
50066,135703,Entire home/apt,180,2,47,23/03/2019,0.5,13,246
58512,280070,Entire home/apt,115,7,361,28/03/2019,3.7,1,177
61444,297545,Entire home/apt,105,2,41,28/02/2019,0.6,3,246
66037,323105,Entire home/apt,190,3,96,24/03/2019,0.97,2,257
67065,136853,Entire home/apt,75,1,65,01/03/2019,0.69,41,276
68547,340570,Private room,47,2,65,20/03/2019,0.67,1,347
70099,353987,Private room,49,2,315,05/04/2019,3.18,1,262
71520,366428,Entire home/apt,250,7,1,23/06/2011,0.01,1,265
71553,366654,Entire home/apt,110,2,47,07/03/2019,0.48,9,253
71603,366654,Entire home/apt,390,2,36,16/06/2018,0.36,9,362
71736,368317,Entire home/apt,100,32,11,14/07/2016,0.11,6,364
72436,375625,Entire home/apt,1000,3,189,08/04/2019,3.34,5,351
72793,368317,Entire home/apt,45,32,2,27/08/2014,0.02,6,365
72794,368317,Entire home/apt,45,32,8,23/08/2014,0.09,6,365
73455,383697,Entire home/apt,148,1,88,25/03/2019,1.23,16,243
73683,135703,Entire home/apt,300,2,142,07/04/2019,1.49,13,276
73693,297545,Entire home/apt,65,2,36,20/03/2019,0.6,3,266
74562,382031,Private room,60,3,174,25/03/2019,1.77,1,295
75003,396363,Entire home/apt,166,2,8,19/12/2018,0.08,97,310
75411,400154,Entire home/apt,125,3,25,31/03/2019,0.28,5,114
80004,431839,Entire home/apt,107,4,105,02/04/2019,1.09,1,187
83283,700165,Private room,58,3,94,17/03/2019,0.97,4,43
89756,488117,Entire home/apt,350,6,15,31/08/2018,0.19,6,290
89776,488151,Entire home/apt,65,3,285,01/04/2019,3.16,1,196
95560,494228,Private room,15,2,465,08/03/2019,4.85,2,0
95719,509260,Private room,53,2,193,07/04/2019,1.99,1,275
97529,497450,Entire home/apt,45,60,62,05/11/2016,0.69,1,99
100256,527201,Entire home/apt,40,32,50,01/01/2019,0.6,1,186
107437,556626,Entire home/apt,200,3,39,17/03/2019,0.41,1,300
109462,396363,Entire home/apt,95,2,1,08/03/2019,0.88,97,331
110041,396363,Entire home/apt,99,2,8,13/03/2019,0.1,97,317
110098,396363,Entire home/apt,90,2,13,17/03/2019,0.14,97,253
112538,567180,Entire home/apt,200,4,78,30/07/2017,0.82,5,64
119546,603336,Private room,75,3,275,02/04/2019,2.87,1,255
128463,635253,Private room,40,3,236,02/04/2019,2.55,1,203
130227,641496,Private room,55,2,89,01/04/2019,1.48,1,148
135513,664196,Entire home/apt,80,2,106,24/03/2019,1.16,1,295
136670,610674,Private room,35,3,113,19/03/2019,1.23,8,312
144471,700165,Private room,59,3,34,23/10/2018,0.36,4,0
147275,711907,Private room,14,4,76,04/03/2019,1.6,1,258
154281,742068,Private room,50,3,252,09/04/2019,2.75,2,49
154437,474355,Private room,39,7,68,19/03/2019,0.73,1,113
158238,759411,Entire home/apt,150,2,105,28/02/2019,1.12,3,324
163490,713364,Entire home/apt,160,3,138,31/03/2019,1.66,1,270
164456,784341,Private room,60,10,96,27/02/2019,1.06,2,130
164897,786393,Entire home/apt,182,90,1,22/07/2011,0.01,2,344
171646,400154,Entire home/apt,105,3,33,08/04/2019,0.46,5,143
171816,400154,Entire home/apt,115,3,7,08/04/2019,0.1,5,168
179619,860071,Private room,27,3,50,28/09/2018,0.54,3,99
180293,863772,Private room,50,2,1,05/05/2012,0.01,1,240
181824,852032,Private room,49,2,240,24/03/2019,2.57,1,184
184373,829660,Private room,70,1,66,03/01/2019,0.82,2,328
184516,784341,Private room,76,5,36,05/11/2018,0.39,2,166
186221,494228,Private room,16,2,593,06/03/2019,6.38,2,0
186540,896554,Entire home/apt,41,32,9,03/03/2019,0.27,1,85
186542,896372,Private room,33,2,49,20/06/2013,0.53,1,10
186598,896690,Private room,45,2,342,02/04/2019,3.73,1,215
188267,366654,Entire home/apt,290,2,73,30/12/2018,0.8,9,293
190348,919480,Private room,46,7,1,09/06/2016,0.03,1,0
191303,829660,Private room,85,1,69,31/03/2019,0.84,2,138
193923,939590,Private room,20,3,114,01/04/2019,1.23,1,239
194460,944355,Private room,20,2,285,08/04/2019,3.17,1,189
196021,953719,Private room,310,5,224,31/03/2019,2.44,2,216
196196,567180,Entire home/apt,220,2,87,17/02/2019,0.94,5,105
198958,971768,Private room,190,1,52,16/09/2018,0.61,14,197
199422,971768,Private room,75,1,55,03/04/2019,0.6,14,143
199794,440825,Entire home/apt,35,1,79,17/12/2018,1.15,1,175
201958,177617,Entire home/apt,100,32,23,01/12/2018,0.25,5,167
206122,1013855,Private room,120,3,150,31/03/2019,1.68,7,295
206167,1014050,Private room,120,3,68,01/10/2018,0.75,1,156
206846,612665,Entire home/apt,98,31,61,03/01/2019,0.7,8,124
208684,1027356,Entire home/apt,49,1,299,23/03/2019,3.23,1,197
209673,1033366,Entire home/apt,77,2,221,30/03/2019,2.9,1,255
213296,1100014,Entire home/apt,40,3,260,28/02/2019,3.1,3,284
213368,1037730,Entire home/apt,39,2,44,25/09/2018,0.49,2,329
213581,1100014,Private room,32,3,210,18/03/2019,2.4,3,265
214970,1110014,Entire home/apt,35,4,117,19/03/2019,1.41,1,236
216699,1118232,Entire home/apt,42,4,283,28/02/2019,3.2,1,108
218503,1130143,Entire home/apt,30,3,41,16/09/2018,0.49,2,267
232400,4369049,Private room,95,3,249,11/03/2019,2.9,2,226
233739,1224008,Entire home/apt,40,2,93,09/07/2018,1.09,1,0
234375,1227290,Entire home/apt,105,7,26,06/04/2019,0.77,1,139
239492,1255733,Entire home/apt,44,4,169,17/03/2019,1.89,2,27
239821,1257705,Entire home/apt,120,10,25,06/04/2018,0.5,3,241
242335,15884961,Entire home/apt,55,33,4,21/12/2015,0.05,11,253
250016,1310304,Private room,65,32,1,10/07/2012,0.01,17,198
251424,1318630,Entire home/apt,45,2,47,26/02/2019,0.8,2,221
252232,1298586,Private room,83,2,90,19/03/2019,1.04,6,198
255195,1310304,Entire home/apt,41,32,12,11/06/2014,0.14,17,271
256354,1348378,Entire home/apt,23,30,42,02/03/2019,0.49,2,200
256628,742068,Private room,40,3,218,08/04/2019,2.47,2,47
256677,1350468,Private room,50,3,126,06/04/2019,1.5,1,306
256982,1352184,Private room,40,3,87,02/04/2019,1.03,1,313
261750,1369675,Entire home/apt,350,2,11,14/10/2018,0.13,4,326
264125,1377744,Entire home/apt,89,4,203,01/03/2019,2.35,2,237
264621,1367370,Entire home/apt,229,3,46,03/03/2019,0.51,3,6
265491,1392322,Private room,80,3,142,28/03/2019,1.71,1,43
265607,1367370,Entire home/apt,175,3,40,30/03/2019,0.49,3,265
267816,1404293,Entire home/apt,900,2,20,07/04/2019,0.24,2,341
268017,1405013,Entire home/apt,194,2,7,17/08/2018,0.08,16,248
268022,1405013,Entire home/apt,195,2,6,22/02/2019,0.22,16,256
268417,1406951,Private room,36,3,170,01/04/2019,2.53,1,130
269467,1411775,Private room,110,6,32,30/03/2019,2.06,2,277
270050,1414100,Private room,48,1,394,26/03/2019,4.39,2,50
271996,155686,Private room,51,31,13,15/08/2018,0.14,3,209
272282,1425070,Private room,290,3,248,04/04/2019,3.01,1,197
273229,1429552,Entire home/apt,72,14,118,01/03/2019,1.4,1,137
273932,1432835,Entire home/apt,100,3,146,24/03/2019,1.67,38,199
275336,1435464,Entire home/apt,130,3,77,07/04/2019,0.95,20,311
275346,1435464,Entire home/apt,215,3,37,30/12/2018,0.45,20,355
275350,1435464,Entire home/apt,100,32,46,21/11/2018,0.74,20,316
275889,1435464,Entire home/apt,72,32,9,20/10/2018,0.11,20,180
276324,1443815,Entire home/apt,106,5,41,04/04/2019,0.48,1,254
276527,1444707,Entire home/apt,60,2,292,31/03/2019,3.35,2,170
278036,1451449,Entire home/apt,45,5,151,08/04/2019,1.77,6,17
279439,1457147,Entire home/apt,30,2,116,29/03/2019,1.33,3,21
281978,1451449,Entire home/apt,45,5,104,23/03/2019,1.17,6,21
281985,1451449,Entire home/apt,30,5,138,22/03/2019,1.56,6,35
282679,1354169,Entire home/apt,225,4,23,16/03/2019,0.28,3,269
283231,1475411,Entire home/apt,85,1,164,31/03/2019,1.88,1,248
286105,1489008,Private room,40,30,1,03/06/2014,0.02,1,314
288034,1447144,Entire home/apt,80,3,15,05/02/2019,0.18,74,327
290592,1377744,Entire home/apt,69,4,201,26/03/2019,2.37,2,223
295200,612665,Entire home/apt,110,3,134,10/03/2019,1.53,8,146
297066,1541784,Private room,126,1,511,05/04/2019,5.9,1,314
302179,1432835,Private room,90,3,133,24/03/2019,1.63,38,184
302440,942210,Private room,45,32,19,08/09/2018,0.22,4,261
305213,1570247,Entire home/apt,119,5,230,06/04/2019,2.78,1,315
308166,1561612,Private room,135,3,145,06/04/2019,1.68,1,43
315769,1994100,Entire home/apt,100,3,15,15/03/2019,0.17,3,261
318865,1608447,Private room,119,3,182,25/03/2019,2.17,1,201
323854,1657312,Entire home/apt,30,1,21,29/07/2014,0.24,1,0
324726,1661612,Entire home/apt,71,32,11,31/08/2014,0.19,1,0
327133,1451449,Entire home/apt,28,5,156,02/04/2019,1.8,6,20
330248,880805,Entire home/apt,50,2,11,07/08/2015,0.13,1,335
330723,1687383,Entire home/apt,30,14,48,05/04/2019,0.58,2,207
330766,1687524,Entire home/apt,120,5,169,06/07/2018,2,1,25
330957,893805,Entire home/apt,111,2,345,05/04/2019,3.99,7,306
331026,440881,Entire home/apt,24,4,152,03/03/2019,1.79,2,230
333190,1697782,Entire home/apt,18,3,189,07/04/2019,2.28,3,3
335861,1221038,Entire home/apt,95,1,75,25/02/2019,0.91,2,315
337755,1716315,Entire home/apt,95,3,3,13/03/2017,0.05,7,0
342641,1738696,Entire home/apt,90,2,60,09/10/2018,0.89,1,280
343622,1743695,Private room,115,5,83,17/12/2018,1.66,1,284
343859,1744516,Entire home/apt,137,3,6,03/03/2018,0.11,19,302
343861,1744516,Private room,95,3,14,24/03/2019,0.3,19,320
343864,1744516,Private room,139,3,9,17/03/2019,0.15,19,300
343866,1744516,Entire home/apt,89,3,25,09/03/2019,0.34,19,258
346018,1753990,Entire home/apt,60,2,15,28/10/2018,0.18,1,283
351395,1435464,Private room,125,3,26,09/04/2019,0.37,20,300
352772,1786501,Private room,145,2,82,07/04/2019,1.32,1,257
353640,1791076,Entire home/apt,110,2,93,18/03/2019,1.54,2,198
357576,1809535,Entire home/apt,95,1,159,27/03/2019,1.93,2,192
357958,1809119,Entire home/apt,57,1,105,08/04/2019,1.41,1,85
359277,1818044,Entire home/apt,40,2,123,09/04/2019,1.44,3,247
359841,1820272,Private room,60,2,265,06/04/2019,3.19,6,196
363601,1837053,Entire home/apt,60,32,26,23/08/2018,0.32,3,277
364030,1839136,Entire home/apt,130,3,242,16/03/2019,2.81,1,254
365147,440881,Entire home/apt,39,3,121,04/02/2019,1.49,2,99
365911,1260560,Entire home/apt,119,3,56,24/03/2019,0.69,4,289
374491,1818044,Entire home/apt,40,2,116,07/04/2019,1.37,3,270
374561,1818044,Entire home/apt,55,2,105,17/03/2019,1.25,3,288
377161,1444707,Entire home/apt,60,2,295,29/03/2019,3.48,2,178
379868,1906952,Entire home/apt,58,30,269,24/03/2019,3.23,2,49
380421,1414100,Entire home/apt,48,1,369,27/03/2019,4.31,2,44
380903,1725307,Entire home/apt,75,30,7,18/09/2018,0.08,2,322
382000,1915191,Entire home/apt,110,3,155,31/03/2019,1.85,1,225
384063,1447144,Private room,90,1,8,19/12/2018,0.1,74,325
384155,1751133,Private room,64,32,68,24/03/2019,0.82,1,277
384464,674212,Entire home/apt,160,2,54,15/01/2019,0.64,8,170
384867,1926968,Entire home/apt,20,2,213,25/03/2019,2.55,2,25
385049,3775349,Private room,200,2,170,07/04/2019,1.98,25,168
393717,1968590,Entire home/apt,83,2,262,31/03/2019,3.15,1,272
394692,1926968,Entire home/apt,22,2,285,27/03/2019,3.39,2,48
399772,1995385,Entire home/apt,145,1,18,05/03/2015,0.21,1,90
401481,2004002,Entire home/apt,38,2,327,30/03/2019,3.84,2,154
401990,2006133,Private room,50,2,91,21/03/2019,1.1,2,237
402633,2009370,Entire home/apt,250,3,178,04/04/2019,2.69,3,113
402657,1117598,Private room,75,3,207,22/03/2019,2.56,1,137
408127,2032512,Entire home/apt,25,3,2,01/11/2016,0.07,1,278
408599,2034854,Entire home/apt,75,1,287,24/03/2019,3.37,1,301
410159,2041901,Entire home/apt,125,3,86,28/02/2019,1.02,16,198
412649,542867,Entire home/apt,67,2,154,19/03/2019,1.82,2,252
414786,1451449,Entire home/apt,28,5,140,09/04/2019,1.65,6,13
415848,865887,Entire home/apt,195,3,57,03/01/2019,0.68,2,136
415892,366654,Entire home/apt,460,2,56,25/04/2018,0.66,9,365
417239,2074943,Entire home/apt,97,30,92,12/02/2019,1.29,1,263
417814,2072631,Private room,33,2,46,19/03/2019,1.05,2,257
424137,2108468,Entire home/apt,200,1,18,27/07/2018,0.24,9,165
425639,2116153,Private room,400,5,37,01/03/2019,0.63,1,271
430585,2108468,Private room,200,2,15,09/08/2018,0.21,9,78
431331,400416,Private room,47,32,10,02/11/2017,0.22,6,312
432482,898600,Entire home/apt,180,2,183,05/04/2019,2.21,1,256
437886,2004002,Entire home/apt,38,2,224,07/04/2019,2.67,2,3
438102,2176121,Private room,38,3,101,11/03/2019,1.2,2,297
438123,134698,Private room,70,2,37,22/03/2019,0.82,3,183
439057,2181314,Entire home/apt,126,2,208,02/04/2019,2.51,1,241
440427,2041901,Entire home/apt,120,3,66,17/03/2019,0.84,16,182
440840,1457147,Private room,30,2,87,05/03/2019,1.06,3,41
440841,1457147,Entire home/apt,30,2,62,29/03/2019,0.9,3,29
443110,2201772,Entire home/apt,250,4,37,01/09/2017,0.44,9,358
443222,2202284,Private room,129,3,74,16/03/2019,0.9,8,197
443909,2204578,Entire home/apt,60,4,269,05/04/2019,3.36,1,66
446665,2218343,Entire home/apt,39,1,45,28/02/2019,0.61,2,22
449854,1267680,Entire home/apt,120,3,95,27/03/2019,1.14,4,221
451758,1267680,Private room,100,3,93,08/03/2019,1.12,4,122
455623,2264628,Private room,55,3,7,20/09/2017,0.09,1,283
456333,2268672,Entire home/apt,28,1,43,01/11/2017,0.52,1,0
457195,1405013,Private room,214,2,5,12/12/2018,0.17,16,181
461943,2293257,Entire home/apt,45,3,37,27/03/2019,1.64,2,7
462012,2296262,Entire home/apt,30,2,21,28/06/2018,0.25,1,277
462062,16569867,Entire home/apt,37,3,93,07/04/2019,1.65,2,63
462332,2293257,Entire home/apt,25,3,84,29/03/2019,2.21,2,0
462557,2298462,Private room,33,2,58,01/04/2019,0.72,1,211
463880,2304846,Entire home/apt,90,2,92,25/03/2019,1.14,3,182
468639,2325968,Entire home/apt,33,3,115,12/02/2019,1.4,2,1
468912,1923383,Entire home/apt,35,2,49,18/03/2019,2.18,1,226
469177,1432835,Entire home/apt,90,3,145,11/03/2019,1.78,38,157
471669,1481173,Entire home/apt,80,1,58,27/02/2019,0.81,1,335
472062,2337603,Entire home/apt,175,3,24,02/01/2019,0.61,5,284
473395,2337603,Entire home/apt,180,4,43,09/01/2019,0.86,5,106
473459,2337603,Private room,200,5,17,07/04/2019,0.46,5,150
474669,2353086,Entire home/apt,105,3,48,31/03/2019,0.59,1,275
475771,1348524,Entire home/apt,35,35,5,21/12/2017,0.06,2,234
477256,2365702,Entire home/apt,15,4,179,03/03/2019,2.15,2,344
478173,1724144,Private room,137,3,40,11/03/2019,0.48,1,245
478616,726695,Entire home/apt,150,1,2,09/09/2018,0.04,1,333
478951,135703,Private room,180,2,73,04/02/2019,0.89,13,289
481739,2320210,Entire home/apt,136,3,8,18/02/2019,0.26,48,206
484390,2397234,Entire home/apt,25,31,87,21/02/2019,1.04,3,102
485011,2400841,Entire home/apt,58,2,80,05/04/2019,1.07,2,39
487233,2411278,Private room,160,4,185,14/02/2019,2.29,2,160
488341,9535595,Entire home/apt,30,3,237,10/03/2019,2.84,1,253
490517,2320210,Private room,137,3,18,28/02/2019,0.53,48,222
490742,2325968,Entire home/apt,31,4,25,27/03/2019,1.37,2,2
490803,2320210,Entire home/apt,155,3,40,12/03/2019,0.67,48,48
490853,2426746,Private room,19,1,420,03/04/2019,5.03,4,304
492963,2436080,Entire home/apt,30,1,1,18/03/2019,1,1,0
493122,2365702,Private room,14,4,174,11/03/2019,2.09,2,339
494834,2320210,Entire home/apt,116,3,17,27/03/2019,0.5,48,28
496997,1432835,Private room,140,3,182,05/01/2019,2.2,38,174
497545,1432835,Entire home/apt,130,3,134,23/03/2019,1.63,38,198
498416,1310304,Private room,39,32,7,18/06/2013,0.09,17,275
498632,71615,Entire home/apt,65,1,43,02/04/2019,0.73,28,223
503765,2484443,Private room,150,7,57,30/03/2019,0.7,1,53
504653,2488904,Private room,35,2,343,04/04/2019,4.15,3,252
504860,2488904,Private room,35,2,314,17/03/2019,4.12,3,260
507074,2042948,Entire home/apt,53,2,336,04/04/2019,4.08,1,21
507667,2176121,Private room,50,3,78,10/03/2019,1.12,2,192
507972,2303967,Private room,500,4,44,07/10/2018,0.64,1,131
508212,2504689,Private room,138,4,45,23/03/2019,0.54,1,28
508685,2488904,Entire home/apt,25,2,256,31/03/2019,3.31,3,277
510923,2517389,Entire home/apt,140,3,23,14/08/2017,0.32,2,221
511739,1447144,Entire home/apt,76,1,4,22/10/2014,0.05,74,345
512368,1687383,Private room,30,13,41,04/07/2018,0.52,2,286
512666,488117,Entire home/apt,210,6,55,30/03/2019,0.75,6,271
512737,488117,Private room,140,6,15,18/03/2019,0.21,6,277
514572,2534420,Entire home/apt,172,3,52,18/03/2019,1.19,1,235
515724,2540353,Entire home/apt,38,3,125,07/04/2019,1.74,1,317
515729,2540372,Entire home/apt,68,2,3,12/05/2018,0.09,1,360
516102,1332544,Private room,46,2,46,11/03/2019,0.58,1,18
516340,674212,Private room,165,2,64,05/02/2018,0.77,8,8
517407,1093718,Private room,234,2,58,04/04/2019,0.71,9,77
518247,2551150,Private room,135,2,50,22/08/2017,0.63,1,307
519566,1206797,Private room,40,2,31,03/10/2017,0.38,1,283
519631,1009636,Entire home/apt,198,1,359,04/04/2019,5.09,1,227
520389,1432835,Private room,150,3,168,18/03/2019,2.05,38,144
521605,2565364,Entire home/apt,76,1,524,01/04/2019,6.33,1,76
522705,2570705,Entire home/apt,81,4,93,24/03/2019,1.37,1,219
522987,1697782,Entire home/apt,18,3,206,02/04/2019,2.5,3,0
524729,2579651,Entire home/apt,90,31,174,12/04/2018,2.1,11,252
526016,2585816,Private room,35,3,87,08/04/2019,4.04,2,107
526094,2586242,Entire home/apt,45,1,36,28/02/2019,0.61,2,39
527183,2590800,Private room,35,7,4,11/10/2015,0.09,1,298
528979,2598629,Entire home/apt,45,2,67,06/04/2019,1.04,2,290
529106,197737,Entire home/apt,80,4,25,20/03/2019,0.35,2,56
531195,2608724,Entire home/apt,999,3,68,26/03/2019,0.82,3,320
534410,2626568,Entire home/apt,149,3,111,31/03/2019,1.59,1,275
534550,2608724,Entire home/apt,999,3,25,07/04/2019,0.31,3,279
536470,2635504,Private room,150,3,64,31/08/2018,1.07,1,222
537176,2638282,Entire home/apt,90,3,285,29/03/2019,3.51,1,202
543342,177617,Private room,115,3,151,01/04/2019,1.83,5,226
543728,2555053,Private room,100,4,164,13/03/2019,2.01,1,268
544995,2556699,Entire home/apt,249,3,46,18/03/2019,0.57,1,235
545207,2680490,Private room,65,1,307,25/03/2019,3.77,1,113
546165,2685251,Entire home/apt,65,3,58,09/12/2018,0.71,1,24
547170,2320210,Entire home/apt,180,3,1,20/01/2019,0.37,48,217
548052,1447144,Private room,76,1,3,20/09/2018,0.33,74,332
548085,1447144,Private room,80,1,2,01/06/2015,0.03,74,356
551339,2320210,Entire home/apt,90,3,1,01/03/2018,0.07,48,220
554299,1221038,Private room,40,32,11,03/11/2013,0.14,2,268
554955,368317,Entire home/apt,100,32,1,21/08/2013,0.01,6,364
556255,1474565,Entire home/apt,34,5,147,07/04/2019,1.79,3,23
556979,2736874,Private room,180,2,173,24/03/2019,2.14,18,306
557772,2741652,Entire home/apt,70,31,64,09/11/2018,0.9,4,318
558366,2745490,Entire home/apt,27,3,33,17/03/2019,0.47,2,28
558549,1451449,Entire home/apt,44,5,132,08/04/2019,1.64,6,19
558651,2201772,Entire home/apt,320,3,27,24/07/2018,0.33,9,343
558886,2747795,Entire home/apt,111,3,94,22/03/2019,1.29,1,251
559930,1697782,Private room,25,3,214,08/04/2019,2.61,3,1
562020,368317,Entire home/apt,45,1,3,23/04/2016,0.05,6,364
562169,2764476,Entire home/apt,100,3,5,26/09/2017,0.24,1,0
562807,1391607,Entire home/apt,100,2,26,28/02/2019,0.55,95,266
563131,2769482,Private room,55,3,170,02/01/2019,2.07,1,0
563971,2773231,Private room,70,1,359,04/04/2019,4.53,1,277
564809,2598629,Private room,45,3,45,26/10/2018,0.6,2,224
567855,2793529,Private room,69,3,112,06/04/2019,1.5,1,238
567962,2794626,Shared room,50,26,22,06/12/2018,0.28,1,270
568129,2795488,Private room,45,2,49,17/03/2019,0.64,2,326
568185,2795488,Entire home/apt,45,2,52,07/04/2019,0.65,2,350
568432,1809535,Entire home/apt,53,1,272,08/04/2019,4.44,2,214
569527,1367370,Entire home/apt,119,3,48,29/03/2019,0.59,3,312
569610,2700806,Entire home/apt,120,4,40,28/02/2019,0.49,1,45
572646,265165,Entire home/apt,27,32,42,30/03/2019,0.58,1,303
572833,2818497,Entire home/apt,100,3,59,27/03/2019,1.1,1,241
575139,1354169,Entire home/apt,250,5,10,01/03/2019,0.22,3,253
575144,1354169,Entire home/apt,265,4,25,03/01/2019,0.35,3,250
576046,2833463,Entire home/apt,32,4,40,03/01/2019,1.23,2,183
576383,2667830,Entire home/apt,90,2,102,11/03/2019,1.29,1,58
576728,2836824,Entire home/apt,149,6,25,02/01/2019,0.32,1,125
578180,2843953,Entire home/apt,30,7,10,08/08/2014,0.12,1,0
578558,2846323,Entire home/apt,160,3,45,08/04/2019,0.58,1,215
582364,2660281,Entire home/apt,175,2,277,20/03/2019,3.38,1,202
584348,2879377,Private room,85,3,101,30/03/2019,1.23,1,207
585762,1405013,Private room,219,2,15,01/09/2018,0.43,16,212
587203,2895402,Entire home/apt,35,2,110,03/11/2018,1.52,1,140
588268,2738055,Private room,100,6,201,21/03/2019,2.48,1,321
588996,2843608,Entire home/apt,95,3,192,03/04/2019,2.58,1,238
590032,2546413,Entire home/apt,25,3,42,08/04/2019,0.58,2,74
590503,6057270,Entire home/apt,69,2,427,27/03/2019,5.23,9,286
592047,2922864,Entire home/apt,55,32,30,11/03/2018,0.4,5,280
594235,2934588,Entire home/apt,79,5,113,27/03/2019,1.4,1,74
594580,2937042,Entire home/apt,120,1,198,08/04/2019,2.66,2,226
594965,2903982,Entire home/apt,32,32,44,01/11/2018,0.58,1,310
597715,2955244,Private room,90,3,60,06/04/2019,0.75,1,124
598329,2958781,Entire home/apt,160,3,49,17/03/2019,0.68,2,249
600162,2968616,Entire home/apt,50,4,201,02/04/2019,3.21,1,276
600590,1906952,Entire home/apt,50,30,231,19/03/2019,2.84,2,38
602284,2937042,Private room,120,1,27,28/03/2019,0.35,2,224
605186,2997406,Entire home/apt,120,32,3,19/04/2017,0.09,1,252
610847,801450,Entire home/apt,69,31,1,27/08/2017,0.05,1,71
610868,3028710,Entire home/apt,50,2,10,01/03/2019,0.84,3,151
611366,3031754,Private room,350,2,253,31/03/2019,3.11,1,239
617561,3039107,Entire home/apt,102,2,106,02/04/2019,1.33,28,278
619728,2439400,Entire home/apt,81,2,30,08/04/2019,0.61,41,150
619775,1683936,Entire home/apt,90,2,20,27/02/2019,0.26,12,269
621656,3081150,Entire home/apt,45,2,114,19/03/2019,2.42,1,339
624427,2690440,Entire home/apt,100,2,49,02/04/2019,1.15,1,185
625716,3104711,Entire home/apt,90,2,84,23/03/2019,1.04,1,347
626043,3080717,Entire home/apt,42,2,71,07/04/2019,0.97,3,331
627394,2123233,Entire home/apt,50,3,14,22/11/2018,0.19,3,269
630566,3134685,Entire home/apt,139,3,37,30/03/2019,0.47,1,271
630810,396363,Entire home/apt,191,2,30,27/09/2018,0.39,97,3
631119,3137253,Entire home/apt,80,1,208,02/10/2018,2.62,2,0
632818,2123233,Entire home/apt,85,2,21,12/10/2018,0.48,3,264
634786,114509,Entire home/apt,100,2,1,07/05/2018,0.09,3,365
635339,3165650,Entire home/apt,60,3,33,27/02/2019,1.29,2,261
636702,3099749,Entire home/apt,330,5,36,17/03/2019,0.65,1,329
637232,3178074,Entire home/apt,25,2,94,25/12/2018,1.62,2,71
638009,3182737,Entire home/apt,29,2,47,09/03/2019,0.61,1,125
638579,396363,Entire home/apt,179,3,13,21/01/2019,0.16,97,338
639137,1257705,Private room,90,1,9,06/04/2019,0.13,3,249
639820,3194412,Private room,84,1,152,09/04/2019,1.9,6,263
639941,1391607,Entire home/apt,90,3,38,13/03/2019,0.47,95,327
640130,3196093,Entire home/apt,38,2,4,30/06/2017,0.07,5,252
640268,3196093,Entire home/apt,38,2,4,18/05/2016,0.05,5,252
641402,3204398,Entire home/apt,66,4,13,29/10/2018,0.56,1,283
641627,3205684,Private room,30,1,3,07/05/2013,0.04,1,0
644289,3196093,Entire home/apt,26,3,16,29/09/2017,0.2,5,252
644378,3224671,Private room,45,60,9,30/06/2018,0.16,1,37
644534,3200533,Entire home/apt,38,30,15,31/12/2018,0.62,3,104
645513,3041333,Entire home/apt,110,3,126,25/03/2019,1.59,1,258
648112,3250864,Entire home/apt,59,2,6,17/06/2017,0.09,1,0
650885,3269311,Entire home/apt,250,3,158,06/04/2019,1.97,1,273
653634,2747085,Private room,40,2,56,28/09/2017,0.7,1,313
655071,3243301,Private room,80,1,54,23/03/2017,0.72,2,305
659207,366654,Private room,900,2,48,15/07/2017,0.62,9,358
659469,3327003,Entire home/apt,120,2,54,10/04/2019,0.73,1,1
662879,3347847,Entire home/apt,100,3,72,22/03/2019,0.91,1,267
663096,3348832,Entire home/apt,280,3,156,25/03/2019,2.51,3,292
663732,3348358,Entire home/apt,28,2,296,07/04/2019,3.76,1,206
666536,885134,Entire home/apt,60,1,2,23/12/2018,0.03,1,358
666642,3370750,Private room,75,3,146,16/03/2019,2.56,1,302
667143,3374569,Entire home/apt,78,3,235,07/04/2019,2.93,1,9
667177,3357515,Entire home/apt,250,3,177,01/04/2019,2.29,1,295
